Mon Dec  2 09:16:01 EST 2013, 20.73, %O2
Mon Dec  2 09:17:02 EST 2013, 20.74, %O2
Mon Dec  2 09:18:01 EST 2013, 20.74, %O2
Mon Dec  2 09:19:02 EST 2013, 20.74, %O2
Mon Dec  2 09:20:01 EST 2013, 20.75, %O2
Mon Dec  2 09:21:02 EST 2013, 20.73, %O2
Mon Dec  2 09:22:01 EST 2013, 20.75, %O2
Mon Dec  2 09:23:02 EST 2013, 20.74, %O2
Mon Dec  2 09:24:01 EST 2013, 20.74, %O2
Mon Dec  2 09:25:01 EST 2013, 20.72, %O2
Mon Dec  2 09:26:01 EST 2013, 20.76, %O2
Mon Dec  2 09:27:01 EST 2013, 20.77, %O2
Mon Dec  2 09:28:01 EST 2013, 20.72, %O2
Mon Dec  2 09:29:01 EST 2013, 20.76, %O2
Mon Dec  2 09:30:02 EST 2013, 20.74, %O2
Mon Dec  2 09:31:01 EST 2013, 20.72, %O2
Mon Dec  2 09:32:02 EST 2013, 20.76, %O2
Mon Dec  2 09:33:01 EST 2013, 20.74, %O2
Mon Dec  2 09:34:02 EST 2013, 20.76, %O2
Mon Dec  2 09:35:01 EST 2013, 20.73, %O2
Mon Dec  2 09:36:02 EST 2013, 20.75, %O2
Mon Dec  2 09:37:01 EST 2013, 20.74, %O2
Mon Dec  2 09:38:02 EST 2013, 20.75, %O2
Mon Dec  2 09:39:02 EST 2013, 20.74, %O2
Mon Dec  2 09:40:01 EST 2013, 20.76, %O2
Mon Dec  2 09:41:02 EST 2013, 20.75, %O2
Mon Dec  2 09:42:01 EST 2013, 20.72, %O2
Mon Dec  2 09:43:02 EST 2013, 20.74, %O2
Mon Dec  2 09:44:01 EST 2013, 20.73, %O2
Mon Dec  2 09:45:02 EST 2013, 20.74, %O2
Mon Dec  2 09:46:01 EST 2013, 20.73, %O2
Mon Dec  2 09:47:02 EST 2013, 20.75, %O2
Mon Dec  2 09:48:01 EST 2013, 20.74, %O2
Mon Dec  2 09:49:02 EST 2013, 20.72, %O2
Mon Dec  2 09:50:02 EST 2013, 20.75, %O2
Mon Dec  2 09:51:01 EST 2013, 20.73, %O2
Mon Dec  2 09:52:02 EST 2013, 20.75, %O2
Mon Dec  2 09:53:01 EST 2013, 20.75, %O2
Mon Dec  2 09:54:02 EST 2013, 20.74, %O2
Mon Dec  2 09:55:01 EST 2013, 20.75, %O2
Mon Dec  2 09:56:01 EST 2013, 20.74, %O2
Mon Dec  2 09:57:01 EST 2013, 20.76, %O2
Mon Dec  2 09:58:01 EST 2013, 20.76, %O2
Mon Dec  2 09:59:01 EST 2013, 20.75, %O2
Mon Dec  2 10:00:01 EST 2013, 20.74, %O2
Mon Dec  2 10:01:01 EST 2013, 20.76, %O2
Mon Dec  2 10:02:01 EST 2013, 20.76, %O2
Mon Dec  2 10:03:01 EST 2013, 20.74, %O2
Mon Dec  2 10:04:01 EST 2013, 20.76, %O2
Mon Dec  2 10:05:01 EST 2013, 20.73, %O2
Mon Dec  2 10:06:01 EST 2013, 20.74, %O2
Mon Dec  2 10:07:02 EST 2013, 20.75, %O2
Mon Dec  2 10:08:01 EST 2013, 20.76, %O2
Mon Dec  2 10:09:02 EST 2013, 20.75, %O2
Mon Dec  2 10:10:02 EST 2013, 20.76, %O2
Mon Dec  2 10:11:01 EST 2013, 20.75, %O2
Mon Dec  2 10:12:02 EST 2013, 20.75, %O2
Mon Dec  2 10:13:01 EST 2013, 20.77, %O2
Mon Dec  2 10:14:02 EST 2013, 20.75, %O2
Mon Dec  2 10:15:01 EST 2013, 20.74, %O2
Mon Dec  2 10:16:02 EST 2013, 20.76, %O2
Mon Dec  2 10:17:02 EST 2013, 20.77, %O2
Mon Dec  2 10:18:01 EST 2013, 20.76, %O2
Mon Dec  2 10:19:02 EST 2013, 20.75, %O2
Mon Dec  2 10:20:01 EST 2013, 20.76, %O2
Mon Dec  2 10:21:02 EST 2013, 20.76, %O2
Mon Dec  2 10:22:02 EST 2013, 20.75, %O2
Mon Dec  2 10:23:01 EST 2013, 20.76, %O2
Mon Dec  2 10:24:02 EST 2013, 20.77, %O2
Mon Dec  2 10:25:01 EST 2013, 20.76, %O2
Mon Dec  2 10:26:02 EST 2013, 20.77, %O2
Mon Dec  2 10:27:01 EST 2013, 20.76, %O2
Mon Dec  2 10:28:02 EST 2013, 20.76, %O2
Mon Dec  2 10:29:01 EST 2013, 20.76, %O2
Mon Dec  2 10:30:02 EST 2013, 20.76, %O2
Mon Dec  2 10:31:01 EST 2013, 20.76, %O2
Mon Dec  2 10:32:02 EST 2013, 20.73, %O2
Mon Dec  2 10:33:02 EST 2013, 20.74, %O2
Mon Dec  2 10:34:01 EST 2013, 20.74, %O2
Mon Dec  2 10:35:02 EST 2013, 20.76, %O2
Mon Dec  2 10:36:01 EST 2013, 20.76, %O2
Mon Dec  2 10:37:02 EST 2013, 20.75, %O2
Mon Dec  2 10:38:01 EST 2013, 20.76, %O2
Mon Dec  2 10:39:02 EST 2013, 20.75, %O2
Mon Dec  2 10:40:02 EST 2013, 20.74, %O2
Mon Dec  2 10:41:02 EST 2013, 20.77, %O2
Mon Dec  2 10:42:01 EST 2013, 20.74, %O2
Mon Dec  2 10:43:02 EST 2013, 20.76, %O2
Mon Dec  2 10:44:01 EST 2013, 20.76, %O2
Mon Dec  2 10:45:02 EST 2013, 20.76, %O2
Mon Dec  2 10:46:01 EST 2013, 20.77, %O2
Mon Dec  2 10:47:02 EST 2013, 20.76, %O2
Mon Dec  2 10:48:01 EST 2013, 20.77, %O2
Mon Dec  2 10:49:02 EST 2013, 20.75, %O2
Mon Dec  2 10:50:01 EST 2013, 20.76, %O2
Mon Dec  2 10:51:02 EST 2013, 20.74, %O2
Mon Dec  2 10:52:02 EST 2013, 20.76, %O2
Mon Dec  2 10:53:01 EST 2013, 20.74, %O2
Mon Dec  2 10:54:02 EST 2013, 20.74, %O2
Mon Dec  2 10:55:01 EST 2013, 20.76, %O2
Mon Dec  2 10:56:02 EST 2013, 20.75, %O2
Mon Dec  2 10:57:01 EST 2013, 20.77, %O2
Mon Dec  2 10:58:01 EST 2013, 20.76, %O2
Mon Dec  2 10:59:02 EST 2013, 20.77, %O2
Mon Dec  2 11:00:01 EST 2013, 20.77, %O2
Mon Dec  2 11:01:02 EST 2013, 20.76, %O2
Mon Dec  2 11:02:01 EST 2013, 20.76, %O2
Mon Dec  2 11:03:02 EST 2013, 20.76, %O2
Mon Dec  2 11:04:01 EST 2013, 20.76, %O2
Mon Dec  2 11:05:02 EST 2013, 20.75, %O2
Mon Dec  2 11:06:01 EST 2013, 20.75, %O2
Mon Dec  2 11:07:02 EST 2013, 20.74, %O2
Mon Dec  2 11:08:02 EST 2013, 20.76, %O2
Mon Dec  2 11:09:01 EST 2013, 20.76, %O2
Mon Dec  2 11:10:01 EST 2013, 20.75, %O2
Mon Dec  2 11:11:01 EST 2013, 20.75, %O2
Mon Dec  2 11:12:01 EST 2013, 20.77, %O2
Mon Dec  2 11:13:02 EST 2013, 20.74, %O2
Mon Dec  2 11:14:01 EST 2013, 20.76, %O2
Mon Dec  2 11:15:02 EST 2013, 20.77, %O2
Mon Dec  2 11:16:01 EST 2013, 20.75, %O2
Mon Dec  2 11:17:02 EST 2013, 20.76, %O2
Mon Dec  2 11:18:02 EST 2013, 20.75, %O2
Mon Dec  2 11:19:01 EST 2013, 20.76, %O2
Mon Dec  2 11:20:02 EST 2013, 20.74, %O2
